name,branch,region,district,phone,email
ARUSHA MODERN SCHOOL,TFA,Arusha,Arusha,752760474,salkha60@gmail.com
INTEL SCHOOLS,TFA,Arusha,Arusha,655404067,alexander.samson@gmail.com
NAKIDO SECONDARY SCHOOL,TFA,Arusha,Arusha,754313898,harunakakiva@gmail.com
HARADALI DEVELOPMENT CO,USA RIVER,Arusha,Arusha,753450383,sivisane@gmail.com
HARADALI DEVELOPMENT TRUST,USA RIVER,Arusha,Arusha,753450383,simonseverua@gmail.com
PRECIOUS BLOOD GIRLS' SCHOOL,USA RIVER,Arusha,Arumeru,786051661,srassengacps@gmail.com
SILVERLEAF ACADEMY LIMITED,USA RIVER,Arusha,Arumeru,758921943,krupa@silverleaf.co.tz
ST MARYS DULUTI SECONDARY SCHOOL,USA RIVER,Arusha,Arumeru,784848579,essaumlengule@gmail.com
MOSHI TEACHERS - not inuse,,Kilimanjaro,Hai,0717622555,moshicollege@gmail.com
KILIMANJARO MODERN TEACHERS COLLEGE,HAI,Kilimanjaro,Hai,719597723,donaldtarimo14@gmail.com
MOSHI TEACHERS COLLEGE,HAI,Kilimanjaro,Hai,0717622555,moshicollege@yahoo.com
MOTHER CITY SCHOOL,HAI,Kilimanjaro,,754042236,nurin.stanley@yahoo.com
MOTHER'S CITY CHR DAYCARE,HAI,Kilimanjaro,,754042236,estherrwegasha@yahoo.com
OBRIEN SCHOOL FOR THE MAASAI,HAI,Kilimanjaro,,654859290,director@obrienschool.org
TRINITY PRE AND PRI SCH,HAI,Kilimanjaro,,754633232,kingndumindosi@yahoo.com
KIBOSHO SCHOOL OF NURSING,KIBAHA,Kilimanjaro,,754986463,masubi9@gmail.com
KILEMA VOCATIONAL COLLEGE,MARANGU,Kilimanjaro,,755887824,papabvtc@gmail.com
KLPK - MARANGU HILLS SECONDARY SCHOOL,MARANGU,Kilimanjaro,Moshi-Rural,754267383,maranguhillsec@gmail.com
KLPK-MARANGU HILLS ACADEMY,MARANGU,Kilimanjaro,Moshi-Rural,754485677,info@maranguhillschools.com
MWIKA INTERGRITY SCHOOL,MARANGU,Kilimanjaro,,762040576,hopefoundation.tz@yahoo.com
OLALENI SEC SCHOOL,MARANGU,Kilimanjaro,Hai,0657987292,olalenisecon@gmail.com
UROKI SECONDARY SCHOOL,MOROGORO,Kilimanjaro,,255752615645,urokiss@gmail.com
FARAJA SEMINARY,MOSHI,Kilimanjaro,,756939477,farajaseminary@gmail.com
SAINT JOSE TRAINING TRUST,MOSHI,Kilimanjaro,,755395596,saintjosetz@gmail.com
ST. ANNE SCHOOL ASSOCIATION,MOSHI,Kilimanjaro,,255753820818,mrema2013@gmail.com
STEFANO MOSHI MEMORIAL UNIVERSITY COLLEGE,MOSHI,Kilimanjaro,Moshi-Rural,764698806,smmuco@smmuco.ac.tz
THE MOSHI ACADEMY,MOSHI,Kilimanjaro,Moshi-Rural,767293355,henrymallya3@gmail.com
THERESIA SECONDARY SCHOOL,MOSHI,Kilimanjaro,,754691424,silevtc@yahoo.com
URU SECONDARY SCHOOL,MOSHI,Kilimanjaro,Moshi-Rural,755483690,info@urusecondary.sc.tz
SHILELA ACADEMY,UBUNGO,Kilimanjaro,,754755677,ulikivictoria@yahoo.com
ISAFINA ACADEMY PRESCHOOL,HANDENI,Tanga,Handeni,789996847,clavmarcs@gmail.com
BUMBULI COLLEGE OF HEALTH AND ALLIED SCIENCES,KOROGWE,Tanga,Lushoto,675665641,naphtalygerald@gmail.com
ELIJERRY COLLEGE OF HEALTH AND ALLIED SCIENCES,MUHEZA,Tanga,Handeni,685357399,echigua07@yahoo.co.uk
ST. CHRISTINA,TANGA BRANCH,Tanga,Handeni,745295260,stadmin@stchristina.ac.tz
JOY SCHOOL,LINDI,Lindi,Lindi Urban,783625971,joyschoolmitwero744@gmail.com
PRINCE ETHAN DAYCARE CENTRE,LINDI,Lindi,Lindi Urban,655477652,princeethanschools@gmail.com
VOCATIONAL EDUCATION AND TRAINING AUTHORITY,MTWARA,Lindi,Lindi Urban,232935150,lindirvtsc@veta.go.tz
SILVER ENGLISH MEDIUM SCHOOL,NACHINGWEA,Lindi,,713371004,silvervolunteer@gmail.com
WASHAM NDANDA OPEN SCHOOL,MASASI,Mtwara,,785955612,washaru02masamon@gmail.com
ANNUR ISLAM DAY CARE,MTWARA,Mtwara,,784610126,salumunassoro55@gmail.com
MTWARA ECONOMIC DEVELOPMENT INITIATIVE,MTWARA,Mtwara,Mtwara,784127774,medimtwara@yahoo.com
MTWARA REGIONAL VOCATIONAL TRAINING AND SERVICE CENTRE,MTWARA,Mtwara,Mikindani,232333485,mtwararvtsc@veta.go.tz
STELLA MARIS MTWARA UNIVERSITY COLLEGE,MTWARA,Mtwara,Mtwara,756474796,realsam81tz@yahoo.com
VETA SOUTH EAST ZONAL,MTWARA,Mtwara,,655302306,vetasoutheastzone@veta.go.tz
PERAMIHO INSTITUTE OF HEALTH AND ALLIED SCIENCES,SONGEA,Ruvuma,Songea Dc,716891715,principal@pihas.ac.tz
SKILL PATH SCHOOLS,SONGEA,Ruvuma,,713426170,maksamihas@gmail.com
BEROYA SECONDARY SCHOOL,SONGEA,Songea,Songea,764036540,waryubaadvberoyasec@yahoo.com
SHINYANGA COLLEGE OF HEALTH SCIENCES & TECHNOLOGY,BUKOMBE,Geita,Bukombe,756294975,willcomwt@gmail.com
CHATO COLLEGE OF HEALTH SCIENCES AND TECHNOLOGY,CHATO,Geita,Geita,767638495,jxmaduhu@yahoo.co.uk
PARADISE ENGLISH MEDIUM SCHOOL,CHATO,Geita,Geita,786127601,elizabethchristian4@gmail.com
GOLDEN RIDGE HIGH SCHOOL,GEITA,Geita,Geita,754502985,kakungulugeoffreymusoke@gmail.com
DONNYBROOK SECONDARY SCHOOL,KAKONKO,Kigoma,Kakonko,759418950,ejeremia@yahoo.com
KWEMA MODERN SEC SCHOOL,KAHAMA,Shinyanga,Kahama,767438779,kwemaschool@gmail.com
MINGAS ENGLISH MEDIUM P/SCHOOL,KAHAMA,Shinyanga,Kahama,754448935,rebeccangassa45@gmail.com
GOLDLAND ENGLISH MEDIUM SCHOOLS,KAKOLA,Shinyanga,Kahama,767679937,jngassa@gmail.com
FPCT POLYTECHIC INSTITUTE OF SHINYANGA,SHINYANGA,Shinyanga,Shinyanga,737426444,admistrationpis@gmail.com
KOLANDOTO COLLEGE OF HEALTH SCIENCES,SHINYANGA,Shinyanga,Shinyanga,625974142,mariam.kihesa@gmail.com
KOM SECONDARY SCHOOL,SHINYANGA,Shinyanga,Shinyanga,767618213,info@komclass.com
LITTLE TREASURES SCHOOL,SHINYANGA,Shinyanga,Shinyanga,753122648,mlucymwita@gmail.com
MALLEN DAYCARE CENTER,SHINYANGA,Shinyanga,Shinyanga,764010340,ellenmalombe@gmail.com
POLYTECHNIC INSTITUTE OF SHINYANGA,SHINYANGA,Shinyanga,Shinyanga,737426444,fpctsvc@yahoo.com
ST MARIA GORETTI ENG MEDIUM,SHINYANGA,Shinyanga,Shinyanga,783529598,bnbnganga@gmail.com
MUSOMA E. A. UTALII COLLEGE,,Tabora,Tabora (M),754366331,taborapolytechnic@yahoo.com
ST FRANCIS DE SALES MISSION,,Tabora,Tabora (M),788000637,sfstabora@gmail.com
ACACIA LAND PREP AND PRIM,TABORA,Tabora,Igunga,689860585,mattoelly01@gmail.com
ISTIQAMATABORA ISLAMIC,TABORA,Tabora,Tabora (M),786509016,Istiqamatabora@gmail.com
NEW ERA SECONDARY SCHOOL,TABORA,Tabora,Tabora (M),683250202,omarikhamisi@yahoo.com
ST.MAXIMILLIANCOLBE HEALTH COLLEGE,TABORA,Tabora,Tabora (M),755550335,lizzynkonyoka@gmail.com
UMOJA SECONDARY SCHOOL,TABORA,Tabora,Igunga,745923200,oukodavid@yahoo.co.uk
SANTA LUCIA SECONDARY SCHOOL,URAMBO,Tabora,Urambo,767394309,santaluciaurb@gmail.com
SANTA MARIA ENGLISH MEDIUM SCHOOL,URAMBO,Tabora,Urambo,767394309,santamariaurb@gmail.com
BANG'ATA,,Arusha,Arusha,,
SAKURA,,Arusha,Arusha,,
OLOKII,,Arusha,Arusha,,
ILKIDING'A,,Arusha,Arusha,,
KIMNYAKI,,Arusha,Arusha,,
NGATEU,,Arusha,Arusha,,
TRUST PATRICK,,Arusha,Arusha,,
WINNING SPIRIT,,Arusha,Arusha,,
EINOTI,,Arusha,Arusha,,
ELITE,,Arusha,Arusha,,
NEW LIFE,,Arusha,Arusha,,
ST. THADEUS,,Arusha,Arusha,,
ST. THERESA OF THE CHILD JESUS,,Arusha,Arusha,,
YAKINI,,Arusha,Arusha,,
OLJORO,,Arusha,Arusha,,
CORNERSTONE LEADERSHIP,,Arusha,Arusha,,
ASSALAF ISLAMIC,,Arusha,Arusha,,
MATEVES,,Arusha,Arusha,,
ST.JOSEPH NGARENARO (GIRLS),,Arusha,Arusha,,
D'ALZON GIRLS,,Arusha,Arusha,,
MLANGARINI,,Arusha,Arusha,,
MWEDO,,Arusha,Arusha,,
SHEPHERDS,,Arusha,Arusha,,
BISHOP DURNING,,Arusha,Arusha,,
ENABOISHU,,Arusha,Arusha,,
ILBORU,,Arusha,Arusha,,
MUSA,,Arusha,Arusha,,
LOSIKITO,,Arusha,Arusha,,
MWANDET,,Arusha,Arusha,,
NDURUMA,,Arusha,Arusha,,
OLE MEDEYE,,Arusha,Arusha,,
OLDONYO SAMBU,,Arusha,Arusha,,
ARUSHA CATHOLIC SEMINARY,,Arusha,Arusha,,
OLDONYOWAS,,Arusha,Arusha,,
ENDEVES,,Arusha,Arusha,,
LENGIJAVE,,Arusha,Arusha,,
MUKULAT,,Arusha,Arusha,,
OLMOTONYI FOREST,,Arusha,Arusha,,
KILIMANJARO ISLAMIC,,Arusha,Arusha,,
KIRANYI,,Arusha,Arusha,,
MRINGA,,Arusha,Arusha,,
NEWLIFE OLOSIVA,,Arusha,Arusha,,
EKENYWA,,Arusha,Arusha,,
ENYOITO,,Arusha,Arusha,,
OLTRUMET,,Arusha,Arusha,,
OSILIGI,,Arusha,Arusha,,
SOS HGS,,Arusha,Arusha,,
SAMBASHA,,Arusha,Arusha,,
TIMBOLO BAPTIST,,Arusha,Arusha,,
NG'IRESI,,Arusha,Arusha,,
OLDADAI,,Arusha,Arusha,,
SOKONI II,,Arusha,Arusha,,
BARAA,,Arusha,Arusha Cc,,
SORENYI,,Arusha,Arusha Cc,,
ARUSHA GIRLS ISLAMIC,,Arusha,Arusha Cc,,
FELIX MREMA,,Arusha,Arusha Cc,,
ELERAI,,Arusha,Arusha Cc,,
EL-SHAMMAH,,Arusha,Arusha Cc,,
KORONA,,Arusha,Arusha Cc,,
NJIRO,,Arusha,Arusha Cc,,
KALOLENI,,Arusha,Arusha Cc,,
ARUSHA,,Arusha,Arusha Cc,,
BONDENI,,Arusha,Arusha Cc,,
BRAINY HEROES BOYS,,Arusha,Arusha Cc,,
KIMANDOLU,,Arusha,Arusha Cc,,
KIMASEKI,,Arusha,Arusha Cc,,
SUYE,,Arusha,Arusha Cc,,
LEMARA,,Arusha,Arusha Cc,,
NAURA,,Arusha,Arusha Cc,,
NOTREDAME,,Arusha,Arusha Cc,,
RENEA,,Arusha,Arusha Cc,,
ARUSHA MERU,,Arusha,Arusha Cc,,
MARANATHA MISSION SEMINARY,,Arusha,Arusha Cc,,
MOIVARO,,Arusha,Arusha Cc,,
ADILI,,Arusha,Arusha Cc,,
ARUSHA MODERN,,Arusha,Arusha Cc,,
CHARLES DE FOUCAULD,,Arusha,Arusha Cc,,
LOSIRWAY,,Arusha,Arusha Cc,,
MOSHONO,,Arusha,Arusha Cc,,
ST. MONICA MOSHONO GIRLS,,Arusha,Arusha Cc,,
ARUSHA TERRAT,,Arusha,Arusha Cc,,
CHETI,,Arusha,Arusha Cc,,
HADY,,Arusha,Arusha Cc,,
HEAL SUN,,Arusha,Arusha Cc,,
KINANA,,Arusha,Arusha Cc,,
MURIET SPRING,,Arusha,Arusha Cc,,
ENGARENAROK,,Arusha,Arusha Cc,,
NGARENARO,,Arusha,Arusha Cc,,
ARUSHA CITY BOYS,,Arusha,Arusha Cc,,
ARUSHA GIRLS,,Arusha,Arusha Cc,,
OLASITI,,Arusha,Arusha Cc,,
PEACE HOUSE,,Arusha,Arusha Cc,,
OLMOTI,,Arusha,Arusha Cc,,
OLORIENI,,Arusha,Arusha Cc,,
SOMBETINI,,Arusha,Arusha Cc,,
SAKINA,,Arusha,Arusha Cc,,
PRIME,,Arusha,Arusha Cc,,
ARUSHA BOYS ISLAMIC,,Arusha,Arusha Cc,,
EDMUND RICE SINON,,Arusha,Arusha Cc,,
SINON,,Arusha,Arusha Cc,,
MURIET,,Arusha,Arusha Cc,,
NAKIDO,,Arusha,Arusha Cc,,
INTEL,,Arusha,Arusha Cc,,
MKONOO,,Arusha,Arusha Cc,,
NYAHIRI,,Arusha,Arusha Cc,,
ARUSHA DAY,,Arusha,Arusha Cc,,
RENEA GIRLS',,Arusha,Arusha Cc,,
THEMI,,Arusha,Arusha Cc,,
BARAY,,Arusha,Karatu,,
QANGDEND,,Arusha,Karatu,,
MARANG,,Arusha,Karatu,,
ORBOSHAN,,Arusha,Karatu,,
CHAENDA,,Arusha,Karatu,,
ENDABASH,,Arusha,Karatu,,
QARU,,Arusha,Karatu,,
BARAY KHUSMAYI,,Arusha,Karatu,,
DR.WILBROD SLAA,,Arusha,Karatu,,
ENDALLAH,,Arusha,Karatu,,
FLORIAN,,Arusha,Karatu,,
GETAMOCK,,Arusha,Karatu,,
GANAKO,,Arusha,Karatu,,
MICHAUD GIRLS,,Arusha,Karatu,,
MLIMANI SUMAWE,,Arusha,Karatu,,
KANSAY,,Arusha,Karatu,,
ENDAROFTA,,Arusha,Karatu,,
GYEKRUM ARUSHA,,Arusha,Karatu,,
ANNA GAMAZO,,Arusha,Karatu,,
DOMEL,,Arusha,Karatu,,
MANG'OLA,,Arusha,Karatu,,
AWET,,Arusha,Karatu,,
SLAHAMO,,Arusha,Karatu,,
UPPER KITETE,,Arusha,Karatu,,
OLDEAN,,Arusha,Karatu,,
BANJIKA,,Arusha,Karatu,,
EDITH GVORA,,Arusha,Karatu,,
GYEKRUM LAMBO,,Arusha,Karatu,,
KARATU,,Arusha,Karatu,,
QURUS,,Arusha,Karatu,,
WELWEL,,Arusha,Karatu,,
DIEGO,,Arusha,Karatu,,
KAINAM RHOITA,,Arusha,Karatu,,
KILIMAMOJA,,Arusha,Karatu,,
KILIMATEMBO,,Arusha,Karatu,,
ENGARENAIBOR,,Arusha,Longido,,
SUMA ENGIKARETH,,Arusha,Longido,,
LEKULE,,Arusha,Longido,,
NATRON FLAMINGO'S,,Arusha,Longido,,
KETUMBEINE,,Arusha,Longido,,
LONGIDO,,Arusha,Longido,,
MATALE,,Arusha,Longido,,
NAMANGA,,Arusha,Longido,,
ENDUIMET,,Arusha,Longido,,
TINGATINGA,,Arusha,Longido,,
AKERI,,Arusha,Meru,,
Holy Ghost for the Deaf,,Arusha,Meru,,
ST. MARY'S DULUTI,,Arusha,Meru,,
TENGERU BOYS,,Arusha,Meru,,
LONANGE,,Arusha,Meru,,
AILANGA LUTH. JUNIOR,,Arusha,Meru,,
JUDE MOSHONO,,Arusha,Meru,,
MERU PEAK,,Arusha,Meru,,
NGONGONGARE,,Arusha,Meru,,
TANZANIA ADVENTIST (TASS),,Arusha,Meru,,
HEBRON,,Arusha,Meru,,
KIKATITI,,Arusha,Meru,,
NASHOLI,,Arusha,Meru,,
NGYEKU,,Arusha,Meru,,
SAKILA,,Arusha,Meru,,
KARANGAI,,Arusha,Meru,,
KIKWE,,Arusha,Meru,,
NEEMAH,,Arusha,Meru,,
CANAL LAND,,Arusha,Meru,,
KING'ORI,,Arusha,Meru,,
LEKI,,Arusha,Meru,,
UMOJA KING'ORI,,Arusha,Meru,,
MIRIRINI,,Arusha,Meru,,
NKOASENGA,,Arusha,Meru,,
MAJENGO KATI,,Arusha,Meru,,
FRANSALIAN HEKIMA SEMINARY,,Arusha,Meru,,
HARADALI WINNERS,,Arusha,Meru,,
KITEFU,,Arusha,Meru,,
MAJI YA CHAI,,Arusha,Meru,,
NGURUDOTO,,Arusha,Meru,,
MAKIBA,,Arusha,Meru,,
ELIZABETH,,Arusha,Meru,,
MALULA,,Arusha,Meru,,
MARORONI,,Arusha,Meru,,
LEGURUKI,,Arusha,Meru,,
MARUVANGO,,Arusha,Meru,,
SHISHTON,,Arusha,Meru,,
MBUGUNI,,Arusha,Meru,,
STAR,,Arusha,Meru,,
PAMOJA,,Arusha,Meru,,
MOMELA,,Arusha,Meru,,
NGARENANYUKI,,Arusha,Meru,,
NKOANEKOLI,,Arusha,Meru,,
NKOANRUA,,Arusha,Meru,,
NKOARANGA,,Arusha,Meru,,
NSHUPU,,Arusha,Meru,,
NDOOMBO,,Arusha,Meru,,
NKOARISAMBU,,Arusha,Meru,,
GOODWILL,,Arusha,Meru,,
HENRY GOGATY,,Arusha,Meru,,
MAKUMIRA,,Arusha,Meru,,
MARIADO,,Arusha,Meru,,
POLI,,Arusha,Meru,,
PRECIOUS BLOOD,,Arusha,Meru,,
URAKI,,Arusha,Meru,,
SING'ISI,,Arusha,Meru,,
SONGORO,,Arusha,Meru,,
LAKITATU,,Arusha,Meru,,
MUUNGANO USA-RIVER,,Arusha,Meru,,
THE VOICE,,Arusha,Meru,,
UNAMBWE,,Arusha,Meru,,
USA RIVER REHABILITATION,,Arusha,Meru,,
USA SEMINARI,,Arusha,Meru,,
KISIMIRI,,Arusha,Meru,,
UWIRO,,Arusha,Meru,,
OLDONYOLENGAI,,Arusha,Monduli,,
ALFA NA OMEGA,,Arusha,Monduli,,
ENGUTOTO,,Arusha,Monduli,,
MAASAE GIRLS,,Arusha,Monduli,,
MORINGE SOKOINE,,Arusha,Monduli,,
MANYARA,,Arusha,Monduli,,
MUNGERE,,Arusha,Monduli,,
ORKEESWA,,Arusha,Monduli,,
REDO,,Arusha,Monduli,,
IRKISALE,,Arusha,Monduli,,
RIFT VALLEY,,Arusha,Monduli,,
LOWASSA,,Arusha,Monduli,,
TUMAINI,,Arusha,Monduli,,
KIPOK GIRLS,,Arusha,Monduli,,
MOITA,,Arusha,Monduli,,
ENYORRATA E-NGAI,,Arusha,Monduli,,
NOOKODIN,,Arusha,Monduli,,
OLESOKOINE,,Arusha,Monduli,,
IRKISONGO,,Arusha,Monduli,,
OLTINGA,,Arusha,Monduli,,
KHATAMUL ANBIYAA (BOYS),,Arusha,Monduli,,
NANJA,,Arusha,Monduli,,
ARASH,,Arusha,Ngorongoro,,
DIGODIGO,,Arusha,Ngorongoro,,
EMBARWAY,,Arusha,Ngorongoro,,
MALAMBO,,Arusha,Ngorongoro,,
NASERIAN,,Arusha,Ngorongoro,,
NAINOKANOKA,,Arusha,Ngorongoro,,
EMANYATA,,Arusha,Ngorongoro,,
LOLIONDO,,Arusha,Ngorongoro,,
LAKE NATRON,,Arusha,Ngorongoro,,
SALE,,Arusha,Ngorongoro,,
SAMUNGE,,Arusha,Ngorongoro,,
SOITSAMBU,,Arusha,Ngorongoro,,
BOMA,,Kilimanjaro,Hai,,
SHILELA,,Kilimanjaro,Hai,,
LERAI,,Kilimanjaro,Hai,,
PATMOS,,Kilimanjaro,Hai,,
KIA,,Kilimanjaro,Hai,,
HARAMBEE,,Kilimanjaro,Hai,,
MACHAME GIRLS',,Kilimanjaro,Hai,,
MSUFINI,,Kilimanjaro,Hai,,
NKWAMWASI,,Kilimanjaro,Hai,,
UDURU,,Kilimanjaro,Hai,,
KIKAFU,,Kilimanjaro,Hai,,
NRONGA,,Kilimanjaro,Hai,,
LYAMUNGO,,Kilimanjaro,Hai,,
LYASIKIKA,,Kilimanjaro,Hai,,
NKUU,,Kilimanjaro,Hai,,
NARUMU,,Kilimanjaro,Hai,,
TUMO,,Kilimanjaro,Hai,,
TUMONA,,Kilimanjaro,Hai,,
KISELU,,Kilimanjaro,Hai,,
NEEMA,,Kilimanjaro,Hai,,
UROKI,,Kilimanjaro,Hai,,
LEMIRA,,Kilimanjaro,Hai,,
NG'UNI,,Kilimanjaro,Hai,,
ISALU,,Kilimanjaro,Hai,,
MUKWASA,,Kilimanjaro,Hai,,
BOLOTI,,Kilimanjaro,Hai,,
KYUU,,Kilimanjaro,Hai,,
LUKANI,,Kilimanjaro,Hai,,
MARIRE,,Kilimanjaro,Hai,,
MASAMA GIRLS,,Kilimanjaro,Hai,,
SAWE,,Kilimanjaro,Hai,,
RUNDUGAI,,Kilimanjaro,Hai,,
EDEN GARDEN,,Kilimanjaro,Hai,,
MAILI SITA,,Kilimanjaro,Hai,,
ST.PAMACHIUS INCLUSIVE,,Kilimanjaro,Hai,,
WATU,,Kilimanjaro,Hai,,
HAI,,Kilimanjaro,Hai,,
ST. DORCAS,,Kilimanjaro,Hai,,
KIBOHEHE,,Kilimanjaro,Hai,,
MUDIO ISLAMIC,,Kilimanjaro,Hai,,
NKOKASHU,,Kilimanjaro,Hai,,
ROO,,Kilimanjaro,Hai,,
UDORO,,Kilimanjaro,Hai,,
LONGOI,,Kilimanjaro,Hai,,
LANGASANI,,Kilimanjaro,Moshi,,
TPC,,Kilimanjaro,Moshi,,
MANGOTO,,Kilimanjaro,Moshi,,
ORIA,,Kilimanjaro,Moshi,,
CHONGI,,Kilimanjaro,Moshi,,
GHONA,,Kilimanjaro,Moshi,,
MANGI SINA,,Kilimanjaro,Moshi,,
KIRIMA,,Kilimanjaro,Moshi,,
MASOKA,,Kilimanjaro,Moshi,,
MANUSHI DAY,,Kilimanjaro,Moshi,,
MLAMA,,Kilimanjaro,Moshi,,
SOMSOM,,Kilimanjaro,Moshi,,
UMBWE,,Kilimanjaro,Moshi,,
CYRIL CHAMI,,Kilimanjaro,Moshi,,
KIBOSHO GIRLS,,Kilimanjaro,Moshi,,
NSOO,,Kilimanjaro,Moshi,,
SANGITI,,Kilimanjaro,Moshi,,
ST. URSULA,,Kilimanjaro,Moshi,,
SUNGU,,Kilimanjaro,Moshi,,
MKOMBOLE,,Kilimanjaro,Moshi,,
OKAONI,,Kilimanjaro,Moshi,,
IFATI,,Kilimanjaro,Moshi,,
LOMBETA,,Kilimanjaro,Moshi,,
MAUA SEMINARY,,Kilimanjaro,Moshi,,
RUKIMA,,Kilimanjaro,Moshi,,
KISULUNI,,Kilimanjaro,Moshi,,
ELIMO,,Kilimanjaro,Moshi,,
MRERENI,,Kilimanjaro,Moshi,,
MUUNGANO,,Kilimanjaro,Moshi,,
OLALENI,,Kilimanjaro,Moshi,,
ROYAL,,Kilimanjaro,Moshi,,
ST. AMEDEUS,,Kilimanjaro,Moshi,,
ST. JAMES SEMINARY,,Kilimanjaro,Moshi,,
EBENEZER SANGO,,Kilimanjaro,Moshi,,
KIMOCHI,,Kilimanjaro,Moshi,,
KOMAKYA,,Kilimanjaro,Moshi,,
FOUNTAIN OF HOPE,,Kilimanjaro,Moshi,,
KINDI KATI,,Kilimanjaro,Moshi,,
KISAM,,Kilimanjaro,Moshi,,
ST. MARIE EUGENE,,Kilimanjaro,Moshi,,
THERESIA,,Kilimanjaro,Moshi,,
WERUWERU,,Kilimanjaro,Moshi,,
ANWARITE GIRLS',,Kilimanjaro,Moshi,,
MASHINGIA,,Kilimanjaro,Moshi,,
UCHIRA,,Kilimanjaro,Moshi,,
UCHIRA GIRLS ISLAMIC,,Kilimanjaro,Moshi,,
UPARO,,Kilimanjaro,Moshi,,
IWA,,Kilimanjaro,Moshi,,
KIRUA,,Kilimanjaro,Moshi,,
PAKULA,,Kilimanjaro,Moshi,,
KILIMANI,,Kilimanjaro,Moshi,,
KISOMACHI,,Kilimanjaro,Moshi,,
FARAJA SEMINARI,,Kilimanjaro,Moshi,,
MABOGINI,,Kilimanjaro,Moshi,,
MPIRANI,,Kilimanjaro,Moshi,,
MTAKUJA,,Kilimanjaro,Moshi,,
NAZARENE PROGRESS,,Kilimanjaro,Moshi,,
HIMO,,Kilimanjaro,Moshi,,
KLPK MARANGU HILL,,Kilimanjaro,Moshi,,
MIERESINI,,Kilimanjaro,Moshi,,
SCOLASTICA,,Kilimanjaro,Moshi,,
KOKIRIE,,Kilimanjaro,Moshi,,
MBONI,,Kilimanjaro,Moshi,,
AGAPE LUTHERAN JUNIOR SEMINARY,,Kilimanjaro,Moshi,,
BISHOP MOSHI,,Kilimanjaro,Moshi,,
MAMBA DAY,,Kilimanjaro,Moshi,,
MARLEX,,Kilimanjaro,Moshi,,
MAKOMU,,Kilimanjaro,Moshi,,
MLANG&#8217;A,,Kilimanjaro,Moshi,,
UOMBONI,,Kilimanjaro,Moshi,,
ASHIRA GIRLS,,Kilimanjaro,Moshi,,
DARAJANI,,Kilimanjaro,Moshi,,
MARANGU,,Kilimanjaro,Moshi,,
RASESA,,Kilimanjaro,Moshi,,
SAKAYO MOSHA,,Kilimanjaro,Moshi,,
ST. MARGARET,,Kilimanjaro,Moshi,,
MBOKOMU,,Kilimanjaro,Moshi,,
NATIRO,,Kilimanjaro,Moshi,,
TEMA,,Kilimanjaro,Moshi,,
KIUMAKO,,Kilimanjaro,Moshi,,
LYAKIRIMU,,Kilimanjaro,Moshi,,
MWIKA,,Kilimanjaro,Moshi,,
MANGI MAREALLE,,Kilimanjaro,Moshi,,
MATALA,,Kilimanjaro,Moshi,,
VUNJO,,Kilimanjaro,Moshi,,
MARINGENI,,Kilimanjaro,Moshi,,
KIDIA,,Kilimanjaro,Moshi,,
MELI,,Kilimanjaro,Moshi,,
KISARIKA,,Kilimanjaro,Moshi,,
MSIRIWA,,Kilimanjaro,Moshi,,
URU,,Kilimanjaro,Moshi,,
MANGI SABAS,,Kilimanjaro,Moshi,,
MAWELA,,Kilimanjaro,Moshi,,
URU SEMINARY,,Kilimanjaro,Moshi,,
KISHUMUNDU,,Kilimanjaro,Moshi,,
MNINI,,Kilimanjaro,Moshi,,
MRUWIA,,Kilimanjaro,Moshi,,
SHIMBWE,,Kilimanjaro,Moshi,,
KALOLENI ISLAMIC,,Kilimanjaro,Moshi Mc,,
MSASANI,,Kilimanjaro,Moshi Mc,,
MOSHI TECHNICAL,,Kilimanjaro,Moshi Mc,,
KIBORILONI,,Kilimanjaro,Moshi Mc,,
MAWENZI,,Kilimanjaro,Moshi Mc,,
KIUSA,,Kilimanjaro,Moshi Mc,,
NORTHERN HIGHLANDS,,Kilimanjaro,Moshi Mc,,
INTERNATIONAL SCHOOL OF MOSHI,,Kilimanjaro,Moshi Mc,,
KIBO,,Kilimanjaro,Moshi Mc,,
MAJENGO,,Kilimanjaro,Moshi Mc,,
MOSHI,,Kilimanjaro,Moshi Mc,,
RAU,,Kilimanjaro,Moshi Mc,,
ST.MARY GORETTI,,Kilimanjaro,Moshi Mc,,
J. K. NYERERE,,Kilimanjaro,Moshi Mc,,
MJI MPYA,,Kilimanjaro,Moshi Mc,,
MSARANGA,,Kilimanjaro,Moshi Mc,,
REGINALD MENGI,,Kilimanjaro,Moshi Mc,,
ANNA MKAPA,,Kilimanjaro,Moshi Mc,,
BISHOP ALPHA MEMORIAL,,Kilimanjaro,Moshi Mc,,
DON BOSCO,,Kilimanjaro,Moshi Mc,,
KARANGA,,Kilimanjaro,Moshi Mc,,
BENDEL MEMORIAL,,Kilimanjaro,Moshi Mc,,
KILIMANJARO ACADEMY,,Kilimanjaro,Moshi Mc,,
KORONGONI,,Kilimanjaro,Moshi Mc,,
KIRONGAYA,,Kilimanjaro,Mwanga,,
LOMWE,,Kilimanjaro,Mwanga,,
NDORWE,,Kilimanjaro,Mwanga,,
USANGI GIRLS,,Kilimanjaro,Mwanga,,
JIPE,,Kilimanjaro,Mwanga,,
KISHENGWENI,,Kilimanjaro,Mwanga,,
MINJA TECHNICAL,,Kilimanjaro,Mwanga,,
